uav_id,time_index,x,y
0,0,9.669831021993694,5.585115159905815
0,1,9.829398852638178,5.331071645083229
0,2,9.988966683282662,5.0770281302606435
0,3,10.148534513927146,4.822984615438058
0,4,10.30810234457163,4.568941100615472
0,5,10.467670175216114,4.314897585792886
0,6,10.627238005860598,4.060854070970301
0,7,10.786805836505081,3.806810556147715
0,8,10.946373667149565,3.5527670413251293
0,9,11.10594149779405,3.2987235265025436
0,10,11.265509328438533,3.0446800116799575
0,11,11.425077159083017,2.7906364968573714
0,12,11.486556866481374,2.692756360901014
0,13,11.377374039058743,2.4133299659487837
0,14,11.268191211636113,2.1339035709965533
0,15,11.159008384213482,1.8544771760443226
0,16,11.137171818728957,1.7985918970538766
0,17,11.115335253244432,1.7427066180634305
0,18,11.0061524258218,1.4632802231112
0,19,10.896969598399169,1.1838538281589697
0,20,10.787786770976536,0.9044274332067394
0,21,10.706154812458145,0.6955106610353292
0,22,10.410078605221168,0.6471486975912468
0,23,10.11400239798419,0.5987867341471644
0,24,9.817926190747214,0.550424770703082
0,25,9.758710949299818,0.5407523780142656
0,26,9.699495707852423,0.5310799853254491
0,27,9.640280466405027,0.5214075926366326
0,28,9.34420425916805,0.4730456291925502
1,0,7.673121581494605,0.2000860417813355
1,1,7.969197788731583,0.24844800522541788
1,2,8.26527399596856,0.29680996866950027
1,3,8.561350203205537,0.34517193211358266
1,4,8.857426410442514,0.39353389555766505
1,5,9.153502617679491,0.44189585900174744
1,6,9.449578824916468,0.4902578224458299
1,7,9.745655032153445,0.5386197858899123
1,8,10.041731239390423,0.5869817493339948
1,9,10.3378074466274,0.6353437127780773
1,10,10.633883653864377,0.6837056762221598
1,11,10.706154812458145,0.6955106610353292
1,12,10.815337639880775,0.9749370559875599
1,13,10.924520467303406,1.2543634509397905
1,14,11.033703294726037,1.533789845892021
1,15,11.142886122148667,1.8132162408442514
1,16,11.252068949571298,2.092642635796482
1,17,11.36125177699393,2.3720690307487122
1,18,11.47043460441656,2.6514954257009427
1,19,11.486556866481374,2.692756360901014
2,0,2.6452874644883604,4.71412547100727
2,1,2.760111429258419,4.43696945517055
2,2,2.874935394028477,4.1598134393338295
2,3,2.989759358798536,3.8826574234971094
2,4,3.104583323568595,3.6055014076603893
2,5,3.2194072883386533,3.328345391823669
2,6,3.3342312531087117,3.051189375986949
2,7,3.4490552178787706,2.774033360150229
2,8,3.563879182648829,2.496877344313509
2,9,3.6787031474188874,2.2197213284767887
2,10,3.7935271121889462,1.9425653126400686
2,11,3.9083510769590046,1.6654092968033483
2,12,4.023175041729063,1.388253280966628
2,13,4.0830061982159025,1.2438359984942524
2,14,4.292407084432468,1.0290075347104297
2,15,4.501807970649033,0.8141790709266071
2,16,4.711208856865598,0.5993506071427845
2,17,4.920609743082163,0.38452214335896195
2,18,5.063061836223245,0.23837775550456275
2,19,5.3630295564950154,0.23397698341815154
2,20,5.662997276766786,0.22957621133174033
2,21,5.962964997038557,0.22517543924532912
2,22,6.262932717310328,0.22077466715891791
2,23,6.5629004375820985,0.2163738950725067
2,24,6.862868157853869,0.2119731229860955
2,25,7.16283587812564,0.2075723508996843
2,26,7.462803598397411,0.20317157881327305
2,27,7.673121581494605,0.2000860417813355
2,28,7.9723341980531846,0.1783648518468767
3,0,3.300351820429431,1.785685905190582
3,1,3.525811612915419,1.5877771333481614
3,2,3.7512714054014067,1.3898683615057408
3,3,3.9767311978873945,1.1919595896633202
3,4,4.202190990373382,0.9940508178208994
3,5,4.42765078285937,0.7961420459784787
3,6,4.653110575345358,0.598233274136058
3,7,4.878570367831346,0.40032450229363725
3,8,5.063061836223245,0.23837775550456275
3,9,5.3630295564950154,0.23397698341815154
3,10,5.662997276766786,0.22957621133174033
3,11,5.962964997038557,0.22517543924532912
3,12,6.262932717310328,0.22077466715891791
3,13,6.5629004375820985,0.2163738950725067
3,14,6.862868157853869,0.2119731229860955
3,15,7.16283587812564,0.2075723508996843
3,16,7.462803598397411,0.20317157881327305
3,17,7.673121581494605,0.2000860417813355
3,18,7.969197788731583,0.24844800522541788
3,19,8.26527399596856,0.29680996866950027
3,20,8.561350203205537,0.34517193211358266
3,21,8.857426410442514,0.39353389555766505
3,22,9.153502617679491,0.44189585900174744
3,23,9.449578824916468,0.4902578224458299
3,24,9.745655032153445,0.5386197858899123
3,25,10.041731239390423,0.5869817493339948
3,26,10.3378074466274,0.6353437127780773
3,27,10.633883653864377,0.6837056762221598
3,28,10.706154812458145,0.6955106610353292
4,0,3.300351820429431,1.785685905190582
4,1,3.3454437789266285,1.7461041508220978
4,2,3.390535737423826,1.7065223964536136
4,3,3.4356276959210232,1.6669406420851294
4,4,3.661087488407011,1.4690318702427088
4,5,3.886547280892999,1.2711230984002881
4,6,4.112007073378987,1.0732143265578675
4,7,4.337466865864974,0.8753055547154469
4,8,4.562926658350962,0.6773967828730263
4,9,4.78838645083695,0.4794880110306057
4,10,5.013846243322938,0.28157923918818506
4,11,5.063061836223245,0.23837775550456275
4,12,5.3630295564950154,0.23397698341815154
4,13,5.662997276766786,0.22957621133174033
4,14,5.962964997038557,0.22517543924532912
4,15,6.262932717310328,0.22077466715891791
4,16,6.5629004375820985,0.2163738950725067
4,17,6.862868157853869,0.2119731229860955
4,18,7.16283587812564,0.2075723508996843
4,19,7.462803598397411,0.20317157881327305
4,20,7.673121581494605,0.2000860417813355
4,21,7.9723341980531846,0.1783648518468767
4,22,8.271546814611764,0.1566436619124179
4,23,8.570759431170343,0.13492247197795912
4,24,8.869972047728922,0.11320128204350033
4,25,9.169184664287501,0.09148009210904154
4,26,9.46839728084608,0.06975890217458275
4,27,9.71316548013392,0.051990077424488135
